iter	MultiClass
437	0.6401014165
438	0.6396394276
439	0.6389922778
440	0.6383941491
441	0.6377300814
442	0.6372429813
443	0.6364793511
444	0.6359571653
445	0.6353053349
446	0.6347765623
447	0.6339979855
448	0.6334894603
449	0.6327812523
450	0.632379966
451	0.6318315304
452	0.6314688951
453	0.6308260249
454	0.6303212716
455	0.6299855437
456	0.6295454238
457	0.6288997012
458	0.628741903
459	0.6278575658
460	0.6276625158
461	0.6272869909
462	0.6268742774
463	0.6262327668
464	0.6257530207
465	0.6253404614
466	0.6242376097
467	0.6235913932
468	0.6228521259
469	0.6223531859
470	0.62165647
471	0.620874037
472	0.6202224652
473	0.619435834
474	0.6188071907
475	0.6182788278
476	0.6175477558
477	0.6171873884
478	0.6165702512
479	0.6162455567
480	0.6155976044
481	0.6148164728
482	0.6142543387
483	0.6131217092
484	0.6119290312
485	0.6116821219
486	0.6114332643
487	0.6108340808
488	0.6103424884
489	0.6096916938
490	0.6086695667
491	0.6080726409
492	0.6076998826
493	0.6071349917
494	0.6068295108
495	0.6064269405
496	0.6057239811
497	0.6051530546
498	0.604804342
499	0.6043198348
500	0.6036942485
501	0.6028501011
502	0.6020243223
503	0.6015908632
504	0.6007119945
505	0.599940255
506	0.5995117042
507	0.5985354135
508	0.5979499166
509	0.5972126145
510	0.5967946032
511	0.5961406874
512	0.5955804498
513	0.59526191
514	0.5949481369
515	0.594329692
516	0.5938299796
517	0.5930506357
518	0.5923258182
519	0.5916438703
520	0.5907823351
521	0.5901055509
522	0.5897279135
523	0.5891218244
524	0.5887558891
525	0.5884855962
526	0.5878078947
527	0.5866139209
528	0.5862514995
529	0.5854601367
530	0.5847496596
531	0.5842586658
532	0.5839034058
533	0.5833738222
534	0.5824603203
535	0.5818366653
536	0.5809180379
537	0.5803393585
538	0.5800102611
539	0.5796163825
540	0.5788095932
541	0.5782717176
542	0.5780129658
543	0.5770779753
544	0.5763871208
545	0.5760781773
546	0.5758145018
547	0.5752771809
548	0.57479314
549	0.5740973175
550	0.5737373663
551	0.5731236709
552	0.5725153092
553	0.5719523017
554	0.5714624451
555	0.5707147454
556	0.570562718
557	0.5698843647
558	0.5688456905
559	0.5679868995
560	0.5672434768
561	0.5667730497
562	0.566052685
563	0.5655566047
564	0.5647443609
565	0.5640501541
566	0.5629453413
567	0.5625869664
568	0.5622745617
569	0.5619362506
570	0.5615480383
571	0.5610353346
572	0.5601158816
573	0.5597750813
574	0.5592893428
575	0.5588944242
576	0.5583171245
577	0.5578795482
578	0.5575643266
579	0.5569628984
580	0.5563197042
581	0.5559913695
582	0.5553943941
583	0.5545181044
584	0.5540138332
585	0.553675711
586	0.5532562765
587	0.5529175061
588	0.5522518153
589	0.5512312043
590	0.5509989348
591	0.5504862925
592	0.550005332
593	0.5495636132
594	0.548729187
595	0.5481105021
596	0.5478146734
597	0.5474952873
598	0.5466973849
599	0.5464067814
600	0.5456499279
601	0.5451736365
602	0.5446078941
603	0.5438374963
604	0.5436011027
605	0.5432513705
606	0.543003191
607	0.5427123326
608	0.542432828
609	0.5418397246
610	0.5413502036
611	0.5409071616
612	0.54046595
613	0.5397236972
614	0.5390208602
615	0.5383624898
616	0.5378920939
617	0.5373266397
618	0.5367246693
619	0.5361767675
620	0.5355358605
621	0.5351411573
622	0.5346592785
623	0.5344350699
624	0.5339271386
625	0.5332498989
626	0.5327505714
627	0.5321711958
628	0.5318957682
629	0.5317239017
630	0.5313623529
631	0.5309771394
632	0.5300950679
633	0.5293569629
634	0.5290095714
635	0.5285724468
636	0.5281902066
637	0.5275206635
638	0.5270310067
639	0.5266520341
640	0.5261534822
641	0.5256835648
642	0.5249168732
643	0.5243725494
644	0.5240611353
645	0.5234410729
646	0.5228959605
647	0.5224270517
648	0.5219089062
649	0.5210561039
650	0.5205107502
651	0.5201117269
652	0.5196234428
653	0.5192869037
654	0.5188121466
655	0.5186284782
656	0.5181800569
657	0.5172342152
658	0.5165180837
659	0.5162373289
660	0.5155567614
661	0.5151979881
662	0.5149619165
663	0.514557163
664	0.5141269402
665	0.5137298706
666	0.5134910301
667	0.5131216061
668	0.5128747468
669	0.5121441744
670	0.5118292388
671	0.5114285599
672	0.5108133321
673	0.5102961517
674	0.5096500504
675	0.5091785335
676	0.508856019
677	0.508676511
678	0.5079114221
679	0.5076561046
680	0.5073771897
681	0.5067951341
682	0.5063464773
683	0.5057902978
684	0.5055749308
685	0.5050404027
686	0.5045156879
687	0.5041255085
688	0.5038353724
689	0.5033714545
690	0.5029643603
691	0.5024356802
692	0.5017603233
693	0.5014729531
694	0.5012366943
695	0.50072164
696	0.5003517852
697	0.4998596078
698	0.4994041748
699	0.4989777562
700	0.498505296
701	0.4982549843
702	0.4977826166
703	0.4975677041
704	0.4971666218
705	0.4969897061
706	0.4966665972
707	0.4961670841
708	0.4958563677
709	0.4952522268
710	0.494758657
711	0.494517848
712	0.4940918466
713	0.4936423379
714	0.4934232312
715	0.4930177423
716	0.4925482146
717	0.4921730033
718	0.4917833199
719	0.4914704157
720	0.490805199
721	0.4904511866
722	0.4901718603
723	0.4896452313
724	0.4892287464
725	0.4888386233
726	0.4885973506
727	0.4881179649
728	0.4876343539
729	0.4869828316
730	0.4866731614
731	0.4863027632
732	0.4860231053
733	0.485783074
734	0.4854282039
735	0.4850082589
736	0.4845805409
737	0.4841818968
738	0.4835781199
739	0.4829167355
740	0.4825586475
741	0.4820597455
742	0.4818158444
743	0.4814016354
744	0.4809057762
745	0.4806714624
746	0.4803252194
747	0.4801199325
748	0.4795414803
749	0.4791832907
750	0.4788548714
751	0.4783937649
752	0.4775726714
753	0.4772415385
754	0.4766165225
755	0.4761942184
756	0.4755646931
757	0.4754253015
758	0.4750965432
759	0.4746847904
760	0.4743148027
761	0.474074925
762	0.4737059668
763	0.4732495176
764	0.4729866659
765	0.4724628296
766	0.471777579
767	0.4712580353
768	0.4710035018
769	0.4706287024
770	0.4704046731
771	0.4698919004
772	0.4695038778
773	0.4691446652
774	0.4685826615
775	0.4680983993
776	0.4677959572
777	0.4673067229
778	0.467080058
779	0.4667435133
780	0.4664869976
781	0.4655642889
782	0.4652330517
783	0.4647935762
784	0.4645061524
785	0.4639884382
786	0.4636517276
787	0.4633621741
788	0.4630809634
789	0.462882006
790	0.4625412737
791	0.4620336914
792	0.4615330915
793	0.46111791
794	0.4607622143
795	0.4604832126
796	0.4602748045
797	0.4595996141
798	0.4593738073
799	0.4590850744
800	0.4586068854
801	0.4584126208
802	0.4581468192
803	0.4575400623
804	0.4572670751
805	0.4567023837
806	0.4562681113
807	0.4560004586
808	0.4556358891
809	0.4551272641
810	0.4547016031
811	0.4541897228
812	0.4538615988
813	0.4536122114
814	0.453220336
815	0.4528987034
816	0.4526824601
817	0.4522752173
818	0.4521355287
819	0.4516873632
820	0.4510974945
821	0.4504968921
822	0.4498854844
823	0.449435502
824	0.4487292105
825	0.4483667492
826	0.4477738119
827	0.4475401123
828	0.4470761083
829	0.4466964336
830	0.4462930494
831	0.4456585456
832	0.4452328972
833	0.4447948051
834	0.4445672611
835	0.4443773194
836	0.4435931212
837	0.4430904994
838	0.4425473996
839	0.4421995781
840	0.4419830661
841	0.4417441071
842	0.4410986114
843	0.4407768863
844	0.440614711
845	0.4403277457
846	0.4401323627
847	0.4398178541
848	0.4393116653
849	0.4389645039
850	0.4386875384
851	0.4383301007
852	0.4381193541
853	0.4378755732
854	0.4376072325
855	0.4372772588
856	0.4367517904
857	0.4364546173
858	0.4361762539
859	0.4358818298
860	0.4355020799
861	0.4351579422
862	0.4349856234
863	0.434810977
864	0.4343992832
865	0.4340934651
866	0.4335604012
867	0.4329954107
868	0.4326693834
869	0.4323746838
870	0.4320103286
871	0.4318476089
872	0.4314727335
873	0.4311465935
874	0.4309307826
875	0.4304824802
876	0.4303532716
877	0.429880539
878	0.4295750925
879	0.4291006478
880	0.4288977344
881	0.4286148588
882	0.428401933
883	0.4279779937
884	0.4278030766
885	0.427574125
886	0.4270272987
887	0.4263071928
888	0.4260803233
889	0.4256822129
890	0.4254727687
891	0.4251820213
892	0.4248649841
893	0.4245171386
894	0.4239628786
895	0.4235136659
896	0.4229065361
897	0.4224420045
898	0.4221530877
899	0.4217835299
900	0.4215504775
901	0.4212586879
902	0.4208930462
903	0.4205545356
904	0.4201612276
905	0.4196643074
906	0.4192512448
907	0.4188233406
908	0.4185169018
909	0.4183401932
910	0.4177642456
911	0.4175663398
912	0.4174396346
913	0.4170904085
914	0.4166975284
915	0.4164997284
916	0.4160811051
917	0.4157925118
918	0.4155641347
919	0.4152561068
920	0.4150821277
921	0.4148446774
922	0.4146159551
923	0.4144036516
924	0.4139899996
925	0.4136240507
926	0.4134465144
927	0.4129527216
928	0.4125211659
929	0.4120311098
930	0.411751449
931	0.4113891668
932	0.4110349583
933	0.4103593818
934	0.4101898961
935	0.4096347362
936	0.4091274708
937	0.4085376618
938	0.4081746427
939	0.4079286155
940	0.4074800174
941	0.4072575196
942	0.4069269197
943	0.4066645223
944	0.4063485766
945	0.40591944
946	0.4053940941
947	0.4051553544
948	0.4049075023
949	0.4045448097
950	0.404145207
951	0.4038454333
952	0.4031768015
953	0.4027776168
954	0.4025246884
955	0.4023141033
956	0.4020660413
957	0.4018268263
958	0.4013094597
959	0.4008540003
960	0.4002628095
961	0.3998929412
962	0.3996536294
963	0.3994877535
964	0.3990721266
965	0.3986721874
966	0.3981472654
967	0.3978271465
968	0.3975926248
969	0.3970345344
970	0.3967422984
971	0.3964154635
972	0.3961507616
973	0.3960405654
974	0.3957999338
975	0.3953491608
976	0.3949332961
977	0.3945906308
978	0.3941817926
979	0.3938932225
980	0.3934294089
981	0.3930252888
982	0.3927867527
983	0.3921306655
984	0.3917492039
985	0.3911350811
986	0.3908711631
987	0.3907147627
988	0.3904142144
989	0.3899220823
990	0.3892236433
991	0.388794651
992	0.3885229425
993	0.3880988977
994	0.3879349384
995	0.3877640715
996	0.3874739903
997	0.3873402337
998	0.3871656477
999	0.3869519287
